"id","file_path","url","slug","title","meta_description","content_type","macrocluster","subcluster","category","tags","publication_date","last_updated","word_count","hub_url","pillar_url","internal_links_out","internal_links_in","orphan_status","canonical","status","intent","primary_keyword","secondary_keywords","search_console_status","optimization_status","freshness_status","duplicate_risk","cannibalization_risk","action_required","priority","notes"
"ART-0147","articles/visto-americano-negado-motivos-o-que-fazer-2026.html","https://familiausa1.com/articles/visto-americano-negado-motivos-o-que-fazer-2026.html","visto-americano-negado-motivos-o-que-fazer-2026","Visto americano negado: motivos e o que fazer em 2026","Teve o visto americano negado? Veja principais motivos, o que fazer depois da negativa, quando tentar de novo e erros para evitar.","article","vistos","Visto americano","Visto americano","","2026-05-19","2026-05-22","1412","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","10","6","recebe links","https://familiausa1.com/articles/visto-americano-negado-motivos-o-que-fazer-2026.html","publicado","informacional","Visto americano negado: principais motivos e o que fazer depois da negat","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: saude"
"ART-0148","articles/visto-f1-estudante-americano-como-funciona-2026.html","https://familiausa1.com/articles/visto-f1-estudante-americano-como-funciona-2026.html","visto-f1-estudante-americano-como-funciona-2026","Visto F1: como funciona o visto de estudante americano","Entenda como funciona o visto F1 de estudante nos EUA em 2026: escola, I-20, mudança de status, trabalho permitido, custos, riscos e cuidados.","article","vistos","Visto americano","Visto americano","","2026-05-21","2026-05-22","1296","/categorias/visto-americano.html","/articles/guia-completo-visto-americano-2026.html","7","15","recebe links","https://familiausa1.com/articles/visto-f1-estudante-americano-como-funciona-2026.html","publicado","informacional/pratica","Visto F1: como funciona o visto de estudante americano","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: vistos; trabalho"
"ART-0149","articles/visto-temporario-nos-eua-ainda-posso-tentar-green-card-2026.html","https://familiausa1.com/articles/visto-temporario-nos-eua-ainda-posso-tentar-green-card-2026.html","visto-temporario-nos-eua-ainda-posso-tentar-green-card-2026","Visto temporário nos EUA e green card: caminhos reais em 2026","Entenda quando quem está nos EUA com visto temporário ainda pode buscar green card, quais rotas fazem mais sentido e onde moram os riscos em 2026.","article","imigracao","Imigração nos EUA","Imigração nos EUA","","2026-05-23","2026-05-25","1273","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","6","1","recebe links","https://familiausa1.com/articles/visto-temporario-nos-eua-ainda-posso-tentar-green-card-2026.html","publicado","decisao/comparativa","Visto temporário nos EUA e green card: caminhos reais 2026","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: green card; vistos"
"ART-0150","articles/walmart-target-orlando-compras-brasileiros.html","https://familiausa1.com/articles/walmart-target-orlando-compras-brasileiros.html","walmart-target-orlando-compras-brasileiros","Walmart e Target em Orlando: guia de compras","Veja como comprar melhor no Walmart e Target em Orlando, o que vale a pena, tax, bagagem e cuidados para brasileiros.","article","orlando e viagem","Orlando e Disney","Orlando e Disney","","2026-05-21","2026-05-22","835","/categorias/orlando-e-viagem.html","/articles/guia-completo-orlando-2026-brasileiros.html","5","12","recebe links","https://familiausa1.com/articles/walmart-target-orlando-compras-brasileiros.html","precisa atualizar","investigativa/comparativa","Walmart e Target em Orlando: guia de compras para brasileiros","","nao informado","sem acao recente registrada","revisar freshness","baixo","baixo","expandir ou atualizar","media","clusters complementares: compras; orlando e viagem"
"ART-0151","articles/winter-garden-ou-clermont-onde-morar-2026.html","https://familiausa1.com/articles/winter-garden-ou-clermont-onde-morar-2026.html","winter-garden-ou-clermont-onde-morar-2026","Winter Garden ou Clermont em 2026: qual cidade escolher perto de Orlando? | FamiliaUSA1","Comparativo Winter Garden ou Clermont em 2026 para brasileiros: custo de vida, aluguel, escolas, bairros, famílias, carro, distância de Orlando e qualidade de vida.","article","cidades","cidades da Florida","Comparativo de cidades","","2026-06-02","2026-06-02","777","/categorias/cidades-da-florida.html","/articles/cidades-da-florida-com-mais-brasileiros-2026.html","5","0","orfao","https://familiausa1.com/articles/winter-garden-ou-clermont-onde-morar-2026.html","precisa atualizar","decisao/comparativa","Winter Garden ou Clermont 2026: qual cidade escolher perto de Orlando?","","nao informado","sem acao recente registrada","atual","baixo","baixo","expandir ou atualizar","alta","clusters complementares: custo de vida; moradia"
"ART-0152","src/content/articles/abrir-empresa-nos-eua-legaliza-minha-situacao.md","https://familiausa1.com/articles/abrir-empresa-nos-eua-legaliza-minha-situacao.html","abrir-empresa-nos-eua-legaliza-minha-situacao","Abrir empresa nos EUA legaliza minha situação? Entenda sem ilusão","Abrir empresa nos EUA não legaliza automaticamente o imigrante. Entenda LLC, trabalho, vistos, impostos e riscos antes de empreender.","article","imigracao","Trabalho e renda","Trabalho e renda","abrir empresa nos EUA legaliza; abrir LLC nos EUA; empreender nos Estados Unidos; empresa nos EUA e imigração; brasileiro abrir empresa nos EUA; trabalhar na propria empresa nos EUA; E2 para brasileiros; EB5 investidor","2026-06-26","2026-06-26","2516","/categorias/imigracao-legalizacao.html","/articles/morar-legalmente-nos-eua-caminhos-possiveis-2026.html","6","15","recebe links","https://familiausa1.com/articles/abrir-empresa-nos-eua-legaliza-minha-situacao.html","publicado","informacional/pratica","Abrir empresa nos EUA legaliza minha situação?","abrir empresa nos EUA legaliza; abrir LLC nos EUA; empreender nos Estados Unidos; empresa nos EUA e imigração; brasileiro abrir empresa nos EUA; trabalhar na propria empresa nos EUA; E2 para brasileiros; EB5 investidor","nao informado","sem acao recente registrada","atual","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: vistos; empreendedorismo"
"ART-0153","src/content/articles/alfandega-eletronicos-eua-brasil.md","https://familiausa1.com/articles/alfandega-eletronicos-eua-brasil.html","alfandega-eletronicos-eua-brasil","Alfândega para eletrônicos dos EUA: guia para brasileiros","Entenda cota, declaração, imposto, notas e cuidados ao levar iPhone, notebook e eletrônicos comprados nos EUA para o Brasil.","article","compras","iPhone e eletronicos","Compras nos EUA","alfândega eletrônicos EUA Brasil; comprar iPhone nos EUA alfândega; cota de compras no exterior; Receita Federal bagagem; eletrônicos comprados nos EUA","2026-07-11","2026-07-11","1289","/categorias/compras-nos-eua.html","/articles/vale-a-pena-fazer-compras-nos-eua-2026.html","6","0","orfao","https://familiausa1.com/articles/alfandega-eletronicos-eua-brasil.html","publicado","informacional/pratica","Alfândega para eletrônicos comprados nos EUA: guia para brasileiros","alfândega eletrônicos EUA Brasil; comprar iPhone nos EUA alfândega; cota de compras no exterior; Receita Federal bagagem; eletrônicos comprados nos EUA","nao informado","sem acao recente registrada","recente","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: saude"
"ART-0154","src/content/articles/apple-store-best-buy-ou-amazon-onde-comprar-iphone-nos-eua.md","https://familiausa1.com/articles/apple-store-best-buy-ou-amazon-onde-comprar-iphone-nos-eua.html","apple-store-best-buy-ou-amazon-onde-comprar-iphone-nos-eua","Apple Store, Best Buy ou Amazon: onde comprar iPhone nos EUA em 2026?","Compare Apple Store, Best Buy e Amazon para comprar iPhone nos EUA em 2026 com segurança, garantia, preço, desbloqueio e cuidados contra golpes.","article","compras","iPhone e eletronicos","Compras nos EUA","onde comprar iPhone nos EUA; Apple Store EUA; Best Buy iPhone; Amazon iPhone EUA; comprar iPhone nos Estados Unidos; Apple Store ou Best Buy; Amazon EUA vale a pena; iPhone desbloqueado EUA; melhor lugar para comprar iPhone nos EUA","2026-06-25","2026-06-25","3419","/categorias/compras-nos-eua.html","/articles/vale-a-pena-fazer-compras-nos-eua-2026.html","2","1","recebe links","https://familiausa1.com/articles/apple-store-best-buy-ou-amazon-onde-comprar-iphone-nos-eua.html","publicado","investigativa/comparativa","Apple Store, Best Buy ou Amazon: onde comprar iPhone nos EUA 2026?","onde comprar iPhone nos EUA; Apple Store EUA; Best Buy iPhone; Amazon iPhone EUA; comprar iPhone nos Estados Unidos; Apple Store ou Best Buy; Amazon EUA vale a pena; iPhone desbloqueado EUA","nao informado","sem acao recente registrada","atual","baixo","baixo","manter e fortalecer links internos","baixa",""
"ART-0155","src/content/articles/como-conseguir-primeiros-clientes-nos-eua-brasileiro.md","https://familiausa1.com/articles/como-conseguir-primeiros-clientes-nos-eua-brasileiro.html","como-conseguir-primeiros-clientes-nos-eua-brasileiro","Como conseguir primeiros clientes nos EUA","Veja como brasileiros podem conseguir primeiros clientes nos EUA com indicacao, Google, reviews, fotos, atendimento, preco e reputacao local.","article","empreendedorismo","Trabalho e renda","Trabalho e renda","como conseguir clientes nos EUA; primeiros clientes nos Estados Unidos; brasileiros empreendendo nos EUA; prestador de servico nos EUA; marketing local nos EUA; Google Business Profile nos EUA","2026-07-09","2026-07-09","1746","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","6","5","recebe links","https://familiausa1.com/articles/como-conseguir-primeiros-clientes-nos-eua-brasileiro.html","estrategico","investigativa/comparativa","Como conseguir os primeiros clientes nos EUA sendo brasileiro","como conseguir clientes nos EUA; primeiros clientes nos Estados Unidos; brasileiros empreendendo nos EUA; prestador de servico nos EUA; marketing local nos EUA; Google Business Profile nos EUA","nao informado","publicado no cluster PR #17","recente","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: trabalho; saude"
"ART-0156","src/content/articles/como-emitir-invoice-nos-eua-guia-brasileiros.md","https://familiausa1.com/articles/como-emitir-invoice-nos-eua-guia-brasileiros.html","como-emitir-invoice-nos-eua-guia-brasileiros","Como emitir invoice nos EUA: guia completo para brasileiros","Aprenda como emitir invoice nos EUA com dados essenciais, numeração, prazo, forma de pagamento, impostos, registros e cuidados para brasileiros.","article","empreendedorismo","LLC, EIN, SSN e ITIN","Trabalho e renda","como emitir invoice nos EUA; invoice nos Estados Unidos; invoice para brasileiros; nota fiscal nos EUA; recibo de serviço nos EUA; cobrar cliente nos EUA; LLC invoice","2026-06-26","2026-06-26","2189","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","5","16","recebe links","https://familiausa1.com/articles/como-emitir-invoice-nos-eua-guia-brasileiros.html","publicado","informacional/pratica","Como emitir invoice nos EUA: guia completo para brasileiros","como emitir invoice nos EUA; invoice nos Estados Unidos; invoice para brasileiros; nota fiscal nos EUA; recibo de serviço nos EUA; cobrar cliente nos EUA; LLC invoice","nao informado","sem acao recente registrada","atual","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: trabalho; saude"
"ART-0157","src/content/articles/como-precificar-servicos-nos-estados-unidos.md","https://familiausa1.com/articles/como-precificar-servicos-nos-estados-unidos.html","como-precificar-servicos-nos-estados-unidos","Como precificar servicos nos Estados Unidos","Aprenda como precificar servicos nos Estados Unidos considerando tempo, custo, gasolina, imposto, seguro, materiais, margem e mercado local.","article","empreendedorismo","Trabalho e renda","Trabalho e renda","como precificar servicos nos Estados Unidos; quanto cobrar por servico nos EUA; preco de limpeza nos EUA; preco de pintura nos EUA; brasileiros prestadores de servico; empreender nos EUA","2026-07-09","2026-07-09","1826","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","4","7","recebe links","https://familiausa1.com/articles/como-precificar-servicos-nos-estados-unidos.html","estrategico","informacional/pratica","Como precificar servicos nos Estados Unidos sem cobrar barato demais","como precificar servicos nos Estados Unidos; quanto cobrar por servico nos EUA; preco de limpeza nos EUA; preco de pintura nos EUA; brasileiros prestadores de servico; empreender nos EUA","nao informado","publicado no cluster PR #17","recente","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: trabalho; custo de vida"
"ART-0158","src/content/articles/conta-bancaria-empresarial-eua.md","https://familiausa1.com/articles/conta-bancaria-empresarial-eua.html","conta-bancaria-empresarial-eua","Conta bancária empresarial nos EUA: guia para brasileiros","Veja documentos, EIN, LLC, separação de contas, FDIC, taxas e cuidados para abrir conta bancária empresarial nos EUA.","article","banco e credito","Banco e credito","Banco e credito","conta bancária empresarial nos EUA; business bank account EUA; abrir conta para LLC nos EUA; EIN conta bancária; banco para empresa nos EUA","2026-07-11","2026-07-11","1143","/categorias/banco-credito.html","/articles/como-abrir-conta-em-banco-nos-eua.html","6","5","recebe links","https://familiausa1.com/articles/conta-bancaria-empresarial-eua.html","publicado","informacional/pratica","Conta bancária empresarial nos EUA: documentos, EIN e cuidados para bras","conta bancária empresarial nos EUA; business bank account EUA; abrir conta para LLC nos EUA; EIN conta bancária; banco para empresa nos EUA","nao informado","sem acao recente registrada","recente","baixo","possivel sobreposicao: itin-ssn-conta-bancaria-nos-eua","avaliar diferenciacao editorial","baixa","clusters complementares: moradia; banco e credito"
"ART-0159","src/content/articles/google-business-profile-prestadores-servico-eua.md","https://familiausa1.com/articles/google-business-profile-prestadores-servico-eua.html","google-business-profile-prestadores-servico-eua","Google Business Profile nos EUA para prestadores","Veja como brasileiros prestadores de serviço podem criar Google Business Profile nos EUA com área de atendimento, verificação, fotos e reviews.","article","empreendedorismo","Trabalho e renda","Trabalho e renda","Google Business Profile nos EUA; Google Meu Negócio nos EUA; prestadores de serviço nos EUA; negócio local nos EUA; Google Maps para empresa; limpeza pintura landscaping Google; brasileiros empreendendo nos EUA","2026-06-26","2026-07-10","2286","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","5","11","recebe links","https://familiausa1.com/articles/google-business-profile-prestadores-servico-eua.html","atualizado","informacional/pratica","Google Business Profile nos EUA: como prestadores aparecem no Google Map","Google Business Profile nos EUA; Google Meu Negócio nos EUA; prestadores de serviço nos EUA; negócio local nos EUA; Google Maps para empresa; limpeza pintura landscaping Google; brasileiros empreendendo nos EUA; google business profile nos eua","1 clicks / 130 impressoes; prioridade alta","otimizado PR #18; observar 28 dias","recente","baixo","baixo","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: trabalho; saude"
"ART-0160","src/content/articles/guia-escola-publica-eua-brasileiros.md","https://familiausa1.com/articles/guia-escola-publica-eua-brasileiros.html","guia-escola-publica-eua-brasileiros","Escola pública nos EUA: guia para pais brasileiros","Entenda como funciona a escola pública nos EUA, matrícula, distrito escolar, inglês, comunicação com a escola e cuidados para famílias brasileiras.","article","familia e escola","escola e filhos","Familia e filhos","escola pública nos EUA; filhos brasileiros escola nos EUA; matrícula escolar EUA; English Learner EUA; pais brasileiros nos EUA","2026-07-11","2026-07-11","1233","/categorias/familia-filhos.html","/articles/como-matricular-filho-na-escola-nos-eua.html","5","0","orfao","https://familiausa1.com/articles/guia-escola-publica-eua-brasileiros.html","publicado","informacional/pratica","Escola pública nos EUA: matrícula, inglês e adaptação dos filhos","escola pública nos EUA; filhos brasileiros escola nos EUA; matrícula escolar EUA; English Learner EUA; pais brasileiros nos EUA","nao informado","sem acao recente registrada","recente","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: saude"
"ART-0161","src/content/articles/iphone-comprado-nos-eua-funciona-no-brasil.md","https://familiausa1.com/articles/iphone-comprado-nos-eua-funciona-no-brasil.html","iphone-comprado-nos-eua-funciona-no-brasil","iPhone dos EUA funciona no Brasil? eSIM e garantia","Veja se o iPhone dos EUA funciona no Brasil, como checar eSIM, Vivo, Claro, TIM, desbloqueio e garantia antes de comprar.","article","compras","iPhone e eletronicos","Compras nos EUA","iPhone comprado nos EUA funciona no Brasil; iPhone americano funciona no Brasil; iPhone dos EUA funciona com Vivo; iPhone dos EUA funciona com Claro; iPhone dos EUA funciona com TIM; iPhone dos EUA é só eSIM; comprar iPhone nos Estados Unidos; preço do iPhone nos EUA","2026-06-22","2026-07-10","2551","/categorias/compras-nos-eua.html","/articles/vale-a-pena-fazer-compras-nos-eua-2026.html","8","2","recebe links","https://familiausa1.com/articles/iphone-comprado-nos-eua-funciona-no-brasil.html","atualizado","informacional/pratica","iPhone dos EUA funciona no Brasil? eSIM, operadora e garantia","iPhone comprado nos EUA funciona no Brasil; iPhone americano funciona no Brasil; iPhone dos EUA funciona com Vivo; iPhone dos EUA funciona com Claro; iPhone dos EUA funciona com TIM; iPhone dos EUA é só eSIM; comprar iPhone nos Estados Unidos; preço do iPhone nos EUA","0 clicks / 616 impressoes; prioridade maxima","otimizado PR #18; observar 28 dias","recente","baixo","baixo","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: saude"
"ART-0162","src/content/articles/meus-pais-vieram-para-os-estados-unidos-aos-54-e-63-anos.md","https://familiausa1.com/articles/meus-pais-vieram-para-os-estados-unidos-aos-54-e-63-anos.html","meus-pais-vieram-para-os-estados-unidos-aos-54-e-63-anos","Meus pais vieram para os Estados Unidos aos 54 e 63 anos: a realidade que ninguém mostra","A história real dos meus pais recomeçando nos EUA depois dos 50 anos mostra a verdade sobre trabalho, coragem e vida de brasileiros na América.","article","trabalho","Vida real nos EUA","Vida real nos EUA","","2026-06-17","2026-06-17","2318","/categorias/trabalho-renda.html","/articles/como-conseguir-trabalho-nos-eua-sendo-brasileiro-guia-2026.html","10","0","orfao","https://familiausa1.com/articles/meus-pais-vieram-para-os-estados-unidos-aos-54-e-63-anos.html","publicado","informacional","Meus pais vieram para os Estados Unidos aos 54 e 63 anos: a realidade qu","","nao informado","sem acao recente registrada","atual","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: saude; vida pratica"
"ART-0163","src/content/articles/organizar-financas-pequena-empresa-eua.md","https://familiausa1.com/articles/organizar-financas-pequena-empresa-eua.html","organizar-financas-pequena-empresa-eua","Como organizar financas da empresa nos EUA","Aprenda a organizar financas de uma pequena empresa nos EUA: conta separada, recibos, bookkeeping, 1099, W-9, impostos e erros comuns.","article","empreendedorismo","LLC, EIN, SSN e ITIN","Trabalho e renda","financas pequena empresa EUA; bookkeeping nos EUA; 1099 e W-9; impostos para pequenos negocios EUA; LLC para brasileiros; brasileiros empreendendo nos EUA","2026-07-09","2026-07-09","1808","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","2","8","recebe links","https://familiausa1.com/articles/organizar-financas-pequena-empresa-eua.html","estrategico","informacional/pratica","Como organizar as financas de uma pequena empresa nos EUA sendo brasilei","financas pequena empresa EUA; bookkeeping nos EUA; 1099 e W-9; impostos para pequenos negocios EUA; LLC para brasileiros; brasileiros empreendendo nos EUA","nao informado","publicado no cluster PR #17","recente","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: trabalho; saude"
"ART-0164","src/content/articles/preciso-de-ssn-para-abrir-llc-nos-eua.md","https://familiausa1.com/articles/preciso-de-ssn-para-abrir-llc-nos-eua.html","preciso-de-ssn-para-abrir-llc-nos-eua","Preciso de SSN ou ITIN para abrir LLC nos EUA?","Entenda se brasileiro precisa de SSN ou ITIN para abrir LLC nos EUA, a diferença entre SSN, ITIN e EIN e os cuidados fiscais.","article","empreendedorismo","LLC, EIN, SSN e ITIN","Trabalho e renda","preciso de SSN para abrir LLC; abrir LLC sem SSN; EIN para LLC; ITIN para abrir empresa; LLC para brasileiros nos EUA; empresa nos EUA sem Social Security; abrir empresa nos EUA","2026-06-26","2026-07-10","2393","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","6","14","recebe links","https://familiausa1.com/articles/preciso-de-ssn-para-abrir-llc-nos-eua.html","atualizado","informacional/pratica","Preciso de SSN ou ITIN para abrir LLC nos EUA?","preciso de SSN para abrir LLC; abrir LLC sem SSN; EIN para LLC; ITIN para abrir empresa; LLC para brasileiros nos EUA; empresa nos EUA sem Social Security; abrir empresa nos EUA; preciso de ssn ou itin para abrir llc nos estados unidos","0 clicks / 41 impressoes; prioridade alta","otimizado PR #18; observar 28 dias","recente","baixo","baixo","monitorar Search Console antes de nova alteracao","alta - observar GSC","clusters complementares: trabalho; saude"
"ART-0165","src/content/articles/registered-agent-nos-eua-brasileiros.md","https://familiausa1.com/articles/registered-agent-nos-eua-brasileiros.html","registered-agent-nos-eua-brasileiros","Registered Agent nos EUA: guia para brasileiros","Entenda o que e Registered Agent nos EUA, por que uma LLC precisa dele, custos, privacidade, endereco e cuidados para brasileiros.","article","empreendedorismo","LLC, EIN, SSN e ITIN","Trabalho e renda","Registered Agent nos EUA; LLC para brasileiros; abrir empresa nos EUA; endereco comercial nos EUA; empreendedorismo nos Estados Unidos; brasileiro abrir empresa nos EUA","2026-07-09","2026-07-09","1849","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","8","4","recebe links","https://familiausa1.com/articles/registered-agent-nos-eua-brasileiros.html","estrategico","informacional/pratica","Registered Agent nos EUA: o que e e por que sua empresa precisa de um","Registered Agent nos EUA; LLC para brasileiros; abrir empresa nos EUA; endereco comercial nos EUA; empreendedorismo nos Estados Unidos; brasileiro abrir empresa nos EUA","nao informado","publicado no cluster PR #17","recente","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: trabalho; custo de vida"
"ART-0166","src/content/articles/sales-tax-pequenos-negocios-eua.md","https://familiausa1.com/articles/sales-tax-pequenos-negocios-eua.html","sales-tax-pequenos-negocios-eua","Sales tax nos EUA para pequenos negócios: guia para brasileiros","Entenda quando pequenos negócios podem precisar cobrar sales tax nos EUA, registro estadual, invoice, erros comuns e cuidados fiscais.","article","empreendedorismo","LLC, EIN, SSN e ITIN","Trabalho e renda","sales tax nos EUA; sales tax pequenos negócios; impostos para LLC nos EUA; brasileiros empreendendo nos EUA; invoice e sales tax","2026-07-11","2026-07-11","1239","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","5","5","recebe links","https://familiausa1.com/articles/sales-tax-pequenos-negocios-eua.html","publicado","informacional/pratica","Sales tax nos EUA para pequenos negócios: o que brasileiros precisam ent","sales tax nos EUA; sales tax pequenos negócios; impostos para LLC nos EUA; brasileiros empreendendo nos EUA; invoice e sales tax","nao informado","sem acao recente registrada","recente","baixo","possivel sobreposicao: seguro-para-pequenos-negocios-nos-eua","avaliar diferenciacao editorial","baixa","clusters complementares: trabalho; saude"
"ART-0167","src/content/articles/seguro-para-pequenos-negocios-nos-eua.md","https://familiausa1.com/articles/seguro-para-pequenos-negocios-nos-eua.html","seguro-para-pequenos-negocios-nos-eua","Seguro para pequenos negocios nos EUA: guia","Veja tipos de seguro para pequenos negocios nos EUA, como general liability, commercial auto, workers comp, bond e cuidados para brasileiros.","article","empreendedorismo","Trabalho e renda","Trabalho e renda","seguro para pequenos negocios nos EUA; general liability insurance; commercial auto insurance; workers comp; bond para negocio; brasileiros empreendendo nos EUA","2026-07-09","2026-07-09","1757","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","4","8","recebe links","https://familiausa1.com/articles/seguro-para-pequenos-negocios-nos-eua.html","estrategico","informacional/pratica","Seguro para pequenos negocios nos EUA: o que brasileiros precisam saber","seguro para pequenos negocios nos EUA; general liability insurance; commercial auto insurance; workers comp; bond para negocio; brasileiros empreendendo nos EUA","nao informado","publicado no cluster PR #17","recente","baixo","possivel sobreposicao: sales-tax-pequenos-negocios-eua","avaliar diferenciacao editorial","baixa","clusters complementares: trabalho; saude"
"ART-0168","src/content/articles/seguro-saude-familias-brasileiras-eua.md","https://familiausa1.com/articles/seguro-saude-familias-brasileiras-eua.html","seguro-saude-familias-brasileiras-eua","Seguro saúde nos EUA para famílias brasileiras: guia prático","Entenda seguro saúde nos EUA para famílias, Marketplace, trabalho, CHIP/Medicaid, emergência, deductible e cuidados antes de precisar.","article","saude","saude nos EUA","Saude nos EUA","seguro saúde nos EUA para famílias; health insurance EUA brasileiros; Marketplace saúde EUA; família brasileira nos EUA; deductible copay premium","2026-07-11","2026-07-11","1130","/categorias/saude-nos-eua.html","/articles/seguro-saude-nos-eua-como-funciona-2026.html","6","0","orfao","https://familiausa1.com/articles/seguro-saude-familias-brasileiras-eua.html","publicado","informacional/pratica","Seguro saúde nos EUA para famílias brasileiras: Marketplace, trabalho e","seguro saúde nos EUA para famílias; health insurance EUA brasileiros; Marketplace saúde EUA; família brasileira nos EUA; deductible copay premium","nao informado","sem acao recente registrada","recente","baixo","baixo","manter e fortalecer links internos","alta","clusters complementares: familia e escola; saude"
"ART-0169","src/content/articles/sunbiz-nao-e-licenca-erro-brasileiros-florida.md","https://familiausa1.com/articles/sunbiz-nao-e-licenca-erro-brasileiros-florida.html","sunbiz-nao-e-licenca-erro-brasileiros-florida","Sunbiz não é licença: erro que brasileiros cometem na Flórida","Registrar empresa no Sunbiz não é o mesmo que ter licença para operar na Flórida. Entenda LLC, DBA, DBPR, condado, cidade e cuidados.","article","empreendedorismo","LLC, EIN, SSN e ITIN","Trabalho e renda","Sunbiz não é licença; Sunbiz Florida; abrir LLC na Florida; licença para trabalhar na Florida; DBPR Florida; business license Florida; brasileiros empreendendo na Florida","2026-06-26","2026-06-26","2244","/empreendedorismo-nos-estados-unidos.html","/empreender-nos-estados-unidos-guia-completo.html","5","14","recebe links","https://familiausa1.com/articles/sunbiz-nao-e-licenca-erro-brasileiros-florida.html","publicado","decisao/comparativa","Sunbiz não é licença: o erro que muitos brasileiros cometem na Flórida","Sunbiz não é licença; Sunbiz Florida; abrir LLC na Florida; licença para trabalhar na Florida; DBPR Florida; business license Florida; brasileiros empreendendo na Florida","nao informado","sem acao recente registrada","atual","baixo","baixo","manter e fortalecer links internos","baixa","clusters complementares: trabalho; cidades"
"HUB-001","src/pages/categorias/[slug].astro:adaptacao-cultural","https://familiausa1.com/categorias/adaptacao-cultural.html","adaptacao-cultural","Adaptacao cultural","Costumes, escola, redes sociais, filhos, leis estranhas, comportamento publico e diferencas culturais.","hub","familia e escola","Adaptacao cultural","Hub","","","","","https://familiausa1.com/categorias/adaptacao-cultural.html","","","","hub","https://familiausa1.com/categorias/adaptacao-cultural.html","publicado","navegacao/hub","Adaptacao cultural","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-002","src/pages/categorias/[slug].astro:asilo-nos-eua","https://familiausa1.com/categorias/asilo-nos-eua.html","asilo-nos-eua","Asilo nos EUA","Pagina pilar sobre asilo nos EUA para brasileiros: quem pode pedir, documentos, provas, riscos, negativas e cuidados antes de protocolar.","hub","asilo e processos","Asilo nos EUA","Hub","","","","","https://familiausa1.com/categorias/asilo-nos-eua.html","","","","hub","https://familiausa1.com/categorias/asilo-nos-eua.html","publicado","navegacao/hub","Asilo nos EUA em 2026: guia central para brasileiros","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-003","src/pages/categorias/[slug].astro:banco-credito","https://familiausa1.com/categorias/banco-credito.html","banco-credito","Banco e credito","Conta bancaria, ITIN, SSN, score, credito, cartoes, bancos e vida financeira para brasileiros.","hub","banco e credito","Banco e credito","Hub","","","","","https://familiausa1.com/categorias/banco-credito.html","","","","hub","https://familiausa1.com/categorias/banco-credito.html","publicado","navegacao/hub","Banco e credito","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
"HUB-004","src/pages/categorias/[slug].astro:cidades-da-florida","https://familiausa1.com/categorias/cidades-da-florida.html","cidades-da-florida","Cidades da Florida","Guia completo para brasileiros escolherem onde morar na Florida em 2026: Orlando, Miami, Tampa, Jacksonville, Fort Lauderdale, Boca Raton, Deerfield Beach, Pompano Beach, custo, trabalho e escolas.","hub","trabalho","Cidades da Florida","Hub","","","","","https://familiausa1.com/categorias/cidades-da-florida.html","","","","hub","https://familiausa1.com/categorias/cidades-da-florida.html","publicado","navegacao/hub","Onde morar na Florida em 2026: guia completo para brasileiros","","nao informado","hub dinamico","revisar trimestralmente","baixo","baixo","manter atualizado conforme novos artigos","media",""
